group,GX,GY,GZ,AX,AY,AZ
handdriver,25.45,-107.67,3.48,-0.83,-0.03,0.6
handdriver,-5.74,534.3,55.85,-1.32,-0.29,0.0
screwdriver,37.9,-108.09,14.28,0.43,-0.73,0.61
handdriver,31.92,-208.13,8.61,-0.82,-0.02,0.43
screwdriver,-4.27,-5.8,9.58,0.15,-0.6,0.87
handdriver,29.91,-386.96,-23.99,-0.73,-0.04,0.64
handdriver,-0.92,-13.0,8.85,-0.61,-0.14,0.91
handdriver,1.53,-7.93,7.02,-0.51,-0.16,0.85
screwdriver,52.61,-187.07,0.18,0.3,-0.79,0.03
handdriver,15.75,-10.31,15.38,-0.58,-0.2,1.06
screwdriver,36.87,-43.03,-36.07,1.24,-0.78,0.5
screwdriver,17.21,-251.04,24.11,-0.64,-0.87,0.14
screwdriver,3.23,9.4,-1.4,0.44,-0.78,0.51
screwdriver,-19.04,94.48,24.78,-0.34,-0.93,-0.05
handdriver,3.11,-29.85,15.81,-0.74,-0.14,0.67
handdriver,27.95,-206.54,1.71,-0.94,-0.07,0.67
screwdriver,21.73,-49.5,-0.43,0.48,-0.8,-0.16
handdriver,-44.86,275.27,18.43,-0.51,-0.23,0.69
handdriver,13.18,6.59,7.14,-0.58,-0.2,0.93
handdriver,9.7,-111.15,7.45,-0.82,0.02,0.86
screwdriver,29.11,-222.35,74.58,0.54,-0.75,0.21
handdriver,-35.4,229.25,1.83,-0.11,-0.26,0.92
screwdriver,-94.18,522.83,-74.52,2.51,-0.84,0.59
handdriver,-12.33,35.28,-4.09,-0.24,-0.19,1.0
screwdriver,-54.81,330.63,4.46,0.96,-0.42,0.45
screwdriver,-52.61,168.88,-1.34,-0.1,-0.74,0.46
handdriver,-13.85,187.13,5.62,-0.37,-0.07,0.85
handdriver,23.07,-10.25,26.43,-0.42,-0.24,1.1
handdriver,17.58,-19.35,2.56,-1.07,-0.11,0.67
screwdriver,-37.9,-58.23,31.19,-0.05,-0.8,0.46
screwdriver,1.59,-9.46,3.11,0.3,-0.73,0.6
screwdriver,-42.42,139.34,4.39,0.02,-0.95,1.03
screwdriver,-22.46,-38.94,37.17,0.19,-0.72,0.35
handdriver,25.63,-127.62,8.79,-0.93,-0.01,0.65
handdriver,6.16,-11.35,-0.55,-0.21,-0.02,0.83
screwdriver,14.4,-63.6,10.93,0.41,-0.79,0.52
handdriver,-6.53,-17.09,2.14,-0.74,-0.1,0.88
screwdriver,61.46,-134.16,5.19,0.6,-0.62,0.46
screwdriver,36.87,-136.35,22.77,0.4,-0.83,0.67
screwdriver,-31.68,68.12,-19.35,0.52,-0.68,0.35
handdriver,35.4,-106.14,14.4,-0.6,-0.18,0.84
screwdriver,-12.33,57.37,12.63,0.69,-0.56,0.3
screwdriver,3.05,-71.53,19.04,0.4,-0.91,0.36
screwdriver,-63.54,239.44,-105.96,1.04,-0.98,1.45
handdriver,-8.73,40.1,3.85,-0.7,-0.17,0.82
handdriver,-4.33,97.9,12.27,-0.38,-0.14,0.96
screwdriver,54.75,-109.8,-25.82,0.48,-0.81,-0.09
screwdriver,84.84,-63.78,-27.71,0.68,-0.8,0.09
screwdriver,-8.0,44.68,18.8,0.28,-0.84,0.68
handdriver,-5.68,-3.11,12.21,-0.77,-0.13,0.65
screwdriver,50.11,10.01,7.32,0.4,-0.75,0.47
screwdriver,11.35,-40.71,21.3,0.59,-0.22,0.64
handdriver,-17.46,207.89,8.73,-0.78,-0.3,0.82
handdriver,-19.1,157.96,17.82,-0.7,-0.08,0.53
handdriver,21.97,-156.74,-5.43,-0.52,-0.07,0.86
screwdriver,-17.33,33.2,20.45,-0.17,-0.38,0.18
screwdriver,-5.31,-96.98,1.95,-0.32,-0.69,0.86
handdriver,6.16,2.5,13.98,-0.7,-0.09,0.88
handdriver,4.33,-51.15,7.69,-0.67,-0.09,0.96
handdriver,3.48,119.93,4.64,-1.19,-0.18,0.28
handdriver,-33.87,228.15,1.16,-0.21,-0.15,0.66
screwdriver,15.63,7.45,34.73,-0.41,-0.83,0.32
handdriver,-30.21,213.44,20.63,-0.78,-0.04,0.75
handdriver,-18.86,147.71,10.93,-1.25,-0.18,0.35
handdriver,22.64,-78.12,-0.24,-0.49,-0.09,0.96
screwdriver,-41.75,-2.75,40.04,0.34,-0.93,0.49
handdriver,52.55,-206.48,16.72,-1.4,-0.08,0.34
screwdriver,-3.48,-5.68,-7.51,0.01,-0.81,0.7
handdriver,0.06,-47.0,-5.55,-0.6,-0.39,0.92
screwdriver,85.94,-126.71,-27.22,1.24,-0.84,0.4
screwdriver,1.28,3.91,3.6,0.32,-0.75,0.64
screwdriver,-9.28,-99.24,17.76,0.27,-1.0,0.4
handdriver,17.76,-13.67,2.44,-0.53,-0.08,0.91
handdriver,15.81,-6.96,3.36,-0.51,0.02,0.91
screwdriver,39.73,-256.59,34.42,0.21,-0.6,0.79
screwdriver,15.69,-72.27,40.16,0.33,-0.78,0.32
screwdriver,15.63,-89.54,-14.59,0.58,-0.77,-0.07
screwdriver,-28.81,139.1,-12.51,0.44,-0.58,0.06
handdriver,5.31,-52.43,3.6,-0.47,-0.14,0.83
screwdriver,30.94,-114.93,4.46,0.47,-0.75,0.5
screwdriver,24.41,-27.95,11.05,0.46,-0.82,0.41
screwdriver,1.65,40.71,-12.33,0.46,-0.7,0.42
handdriver,-29.85,153.93,-1.89,-0.93,-0.2,0.51
screwdriver,-67.32,578.37,-18.86,-0.22,-0.61,0.27
screwdriver,25.82,-34.0,16.66,0.25,-0.89,0.72
screwdriver,-13.24,-285.71,8.3,0.19,-1.02,0.17
handdriver,24.66,-33.08,18.86,-0.41,-0.09,1.03
handdriver,-32.47,292.05,21.85,-0.51,-0.23,0.74
handdriver,4.7,-31.56,5.07,-0.78,-0.05,0.78
handdriver,18.43,32.59,16.36,-1.55,-0.02,-0.14
screwdriver,19.71,28.5,6.23,0.44,-0.85,0.53
handdriver,-20.32,104.25,7.87,-0.08,-0.25,0.92
screwdriver,-7.69,11.78,27.83,-0.56,-0.95,0.34
handdriver,-1.1,-7.2,-1.59,-0.25,-0.22,1.01
handdriver,-2.44,27.47,-1.34,-0.77,-0.15,0.59
handdriver,-5.31,179.26,11.05,0.11,-0.22,0.81
handdriver,16.48,-166.38,-5.74,-0.56,-0.04,0.9
screwdriver,-15.14,-4.15,16.05,0.71,-0.77,0.32
handdriver,-24.72,144.1,4.94,-0.36,-0.06,0.72
handdriver,-25.21,509.28,10.44,-0.33,-0.14,0.56
handdriver,10.44,-12.02,8.3,-0.62,-0.08,0.94
screwdriver,-4.09,-12.7,8.06,0.33,-0.76,0.62
screwdriver,-66.83,64.94,-28.08,0.58,-0.73,0.71
screwdriver,-93.57,376.46,-6.41,1.39,-0.99,0.23
handdriver,5.86,-1.83,7.63,-0.73,-0.01,0.78
screwdriver,20.08,-21.24,-22.89,-0.3,-0.82,0.61
handdriver,-6.84,59.63,13.06,-0.65,-0.1,0.85
screwdriver,-98.39,115.3,-22.22,1.09,-0.89,0.35
handdriver,13.06,-207.34,1.53,-0.67,-0.04,0.67
handdriver,6.1,-32.78,7.57,-0.47,-0.07,0.92
handdriver,-30.09,202.58,-3.91,-0.68,-0.24,0.78
handdriver,-11.41,96.31,-6.23,-0.26,-0.08,0.73
screwdriver,-41.38,8.73,-13.79,0.3,-0.89,0.84
handdriver,40.41,-332.09,-1.95,-1.19,-0.07,0.27
screwdriver,-16.42,-61.83,31.74,0.68,-0.67,0.57
handdriver,19.96,-133.73,7.87,-0.86,-0.02,0.69
handdriver,-13.49,38.27,0.49,-0.4,-0.23,0.89
screwdriver,-33.02,-58.59,45.65,-0.4,-0.9,0.24
handdriver,-25.63,220.89,12.94,-0.57,-0.05,0.85
screwdriver,-43.52,470.21,7.51,0.57,-0.68,0.59
handdriver,-12.45,96.92,5.49,-1.48,-0.22,0.09
handdriver,-25.57,241.39,13.85,-0.79,-0.18,0.6
handdriver,-19.53,253.66,11.23,-0.12,-0.09,0.78
screwdriver,52.31,-262.51,34.36,0.33,-0.65,0.76
handdriver,-11.78,80.44,7.08,-0.63,-0.03,0.82
screwdriver,37.29,-107.3,-18.68,0.87,-0.74,0.3
screwdriver,29.79,-98.45,41.69,0.45,-0.35,0.79
screwdriver,0.37,-39.55,23.62,0.77,-0.69,0.68
screwdriver,64.15,-204.96,-38.94,0.7,-0.63,0.46
handdriver,-15.87,13.18,4.52,-0.16,-0.13,0.89
screwdriver,26.25,-170.59,58.96,0.39,-0.41,0.62
handdriver,7.02,-6.53,-0.98,-0.69,-0.07,0.72
screwdriver,36.38,-89.9,-0.37,0.29,-0.82,0.64
screwdriver,-33.45,173.34,38.09,-0.1,-0.66,-0.78
handdriver,-6.84,1.95,5.0,-0.29,-0.24,0.96
handdriver,-30.03,332.34,30.82,-0.9,-0.09,0.58
handdriver,-20.45,266.66,11.96,-0.96,-0.11,0.47
screwdriver,6.84,-121.28,15.32,0.2,-0.53,1.03
screwdriver,-12.15,-104.8,5.62,0.63,-0.51,0.51
screwdriver,45.84,-166.08,-15.2,0.61,-0.84,-0.08
handdriver,34.67,-169.49,3.3,-0.76,-0.19,0.58
handdriver,17.15,-54.87,7.51,-0.52,-0.06,0.84
screwdriver,-5.13,-112.37,-20.39,-0.28,-0.82,0.62
screwdriver,15.69,-15.87,3.91,0.35,-0.78,0.57
screwdriver,28.44,-100.95,21.61,0.6,-0.39,0.58
screwdriver,49.07,-79.28,-30.21,0.65,-0.83,-0.12
screwdriver,-3.11,-55.97,-33.26,0.92,-0.92,0.7
handdriver,-9.89,62.07,4.82,-0.42,-0.12,0.91
screwdriver,74.1,-345.89,12.02,0.87,-0.86,-0.07
screwdriver,-10.86,-1.28,12.94,0.13,-0.77,0.7
handdriver,-4.46,13.73,5.74,-0.21,-0.17,0.99
handdriver,12.7,-86.18,-14.71,-0.0,-0.15,0.91
handdriver,23.5,-38.7,20.32,-0.46,-0.06,0.83
screwdriver,4.39,115.6,44.01,-0.17,-0.89,0.34
screwdriver,4.58,-51.09,4.64,0.37,-0.65,0.72
screwdriver,-4.52,2.87,-2.26,-0.52,-0.76,0.84
screwdriver,-56.88,58.35,-16.6,0.28,-0.67,0.38
screwdriver,-72.57,398.99,-58.84,0.64,-0.85,0.43
handdriver,-10.62,242.0,-26.37,0.19,-0.13,0.99
handdriver,2.81,-17.4,5.55,-0.57,-0.04,0.76
handdriver,11.66,-112.73,6.29,-0.2,-0.04,0.91
handdriver,8.54,6.35,11.23,-0.5,-0.17,0.88
handdriver,-0.31,-26.43,14.34,-0.51,0.04,0.86
handdriver,-14.4,33.51,4.88,-0.68,-0.05,0.81
screwdriver,-32.1,77.03,56.7,0.07,-0.89,0.41
screwdriver,-7.69,48.58,-14.1,0.45,-0.86,0.26
handdriver,-0.24,-58.84,7.51,-0.94,-0.23,0.51
handdriver,7.69,-33.87,8.12,-0.3,-0.16,0.92
handdriver,3.78,-27.28,12.94,-0.82,-0.12,0.63
handdriver,-12.08,81.3,3.11,-0.49,-0.28,0.91
handdriver,-29.17,44.01,-13.92,-0.48,0.0,0.76
handdriver,-2.38,-73.85,18.25,-0.27,-0.04,0.96
handdriver,-29.05,183.35,-17.4,-1.03,-0.13,0.22
handdriver,-6.96,-42.91,10.93,-0.8,-0.14,0.84
handdriver,-7.14,-78.74,10.68,-0.63,-0.13,0.83
handdriver,25.27,-155.82,-1.53,-0.97,-0.13,0.8
screwdriver,37.96,-77.51,86.36,-0.07,-0.84,0.66
screwdriver,56.88,-205.99,28.87,0.77,-0.86,0.11
screwdriver,-11.6,-135.31,28.63,0.15,-0.81,0.14
handdriver,21.97,-259.95,-4.88,-0.52,-0.05,0.83
screwdriver,11.78,159.06,-14.16,-0.64,-0.99,0.48
handdriver,-24.41,193.05,-7.45,-0.8,-0.2,0.68
handdriver,-8.54,129.33,-9.03,-0.74,-0.05,0.22
handdriver,20.45,6.35,4.76,-0.71,-0.13,0.8
screwdriver,-10.8,62.99,15.08,0.63,-0.51,0.58
handdriver,2.2,-10.31,8.91,-0.51,-0.14,0.89
screwdriver,-58.11,157.65,-38.45,0.68,-0.89,0.6
handdriver,5.49,-21.42,38.45,-0.77,-0.08,0.77
screwdriver,56.03,-280.15,26.37,0.71,-0.89,0.26
screwdriver,17.76,-235.66,1.89,0.29,-0.5,0.49
screwdriver,-51.09,463.99,-1.4,0.51,-0.51,0.67
screwdriver,-4.27,-1.46,4.15,0.35,-0.77,0.59
handdriver,-8.97,-55.79,-21.0,-0.28,-0.14,0.88
handdriver,3.05,-25.57,10.44,-0.37,-0.17,0.92
screwdriver,33.2,-72.63,27.71,0.63,-0.67,0.79
handdriver,-17.21,42.97,-5.8,-0.32,-0.19,0.97
handdriver,-48.58,436.4,27.71,-0.37,-0.17,0.7
handdriver,-8.42,33.63,10.44,-0.78,-0.17,0.77
screwdriver,4.94,-7.02,1.46,0.45,-0.79,0.49
screwdriver,-18.86,-2.38,26.12,0.1,-0.75,0.47
handdriver,2.69,0.43,1.28,-0.48,-0.0,0.91
handdriver,-29.91,-132.69,3.91,-0.16,-0.1,1.09
handdriver,-15.63,23.32,-1.53,-0.21,-0.32,0.97
handdriver,-12.82,9.64,0.24,-0.55,-0.08,0.9
screwdriver,6.04,-117.98,21.18,0.49,-0.48,0.54
screwdriver,1.65,-21.67,4.7,0.39,-0.76,0.54
screwdriver,-62.81,102.11,-31.74,1.03,-0.76,0.68
screwdriver,-36.07,255.37,39.12,-0.44,-1.38,0.09
handdriver,2.93,-22.22,9.22,-0.54,-0.15,0.9
handdriver,2.44,-393.98,8.0,-0.26,-0.02,0.81
handdriver,26.86,-529.54,-6.9,-0.39,-0.24,0.47
screwdriver,-3.48,-70.68,25.51,0.07,-0.78,0.71
handdriver,7.93,-96.68,1.77,-0.61,-0.21,0.86
screwdriver,37.29,-260.86,22.46,0.43,-0.46,0.7
screwdriver,17.15,-136.05,19.78,0.53,-0.83,0.24
handdriver,16.66,-185.55,8.54,-0.16,0.04,0.89
screwdriver,-3.05,151.55,-34.12,0.47,-0.68,0.63
handdriver,11.84,-25.82,1.4,-0.65,-0.11,0.73
screwdriver,-18.86,84.59,10.38,0.49,-0.76,0.34
handdriver,-18.98,284.48,21.0,-0.43,-0.08,0.62
screwdriver,8.73,-3.66,8.42,0.62,-0.84,0.19
handdriver,17.94,-241.15,15.26,-1.27,-0.05,0.14
screwdriver,-2.01,-82.95,61.77,-0.11,-0.87,0.67
handdriver,5.43,-7.02,38.64,-0.73,-0.14,0.73
screwdriver,-38.94,119.45,3.54,0.29,-0.22,0.57
handdriver,20.32,-72.08,-2.5,-2.01,-0.18,-0.11
screwdriver,-18.49,-22.83,-12.08,0.41,-0.8,0.5
screwdriver,72.81,-41.2,19.17,0.29,-0.77,0.6
screwdriver,3.48,-1.53,4.52,0.31,-0.74,0.61
handdriver,-2.75,121.83,7.57,-0.35,-0.11,0.68
screwdriver,-67.99,268.86,-16.97,0.39,-0.78,0.21
screwdriver,-1.4,-28.56,26.55,0.58,-0.46,0.51
screwdriver,-15.56,64.03,-1.46,0.96,-0.59,0.46
screwdriver,-0.37,-156.56,14.4,0.61,-0.48,0.41
handdriver,-7.63,245.12,-2.01,-0.8,-0.27,0.71
handdriver,17.09,-92.04,6.1,-0.82,-0.09,0.69
screwdriver,-82.03,272.58,-17.46,-0.55,-1.0,0.03
handdriver,-4.03,-3.85,11.78,-0.7,-0.12,0.83
screwdriver,-17.21,-116.15,54.75,-0.13,-1.06,0.51
screwdriver,42.91,-345.95,-13.37,0.38,-0.67,0.53
screwdriver,-43.7,208.5,-23.99,0.13,-0.61,0.5
screwdriver,-3.85,-11.9,13.31,0.76,-0.65,0.28
screwdriver,35.95,-66.59,2.2,0.67,-0.79,0.35
screwdriver,27.1,-98.57,-1.53,0.72,-0.76,0.58
screwdriver,27.34,-174.56,26.25,0.26,-0.54,0.68
screwdriver,-7.57,-32.23,19.1,0.43,-0.76,0.29
handdriver,-19.59,144.9,6.9,-0.51,-0.1,0.81
screwdriver,45.47,-98.75,-5.98,0.72,-0.7,0.38
handdriver,-0.98,-23.68,6.04,-0.36,-0.02,0.82
screwdriver,-29.17,-21.79,1.28,0.25,-0.75,0.87
handdriver,-32.1,70.19,-2.01,-0.46,-0.22,0.85
screwdriver,44.98,-101.32,-12.57,0.62,-0.61,0.06
screwdriver,-12.33,29.05,0.12,0.55,-0.66,0.38
screwdriver,-9.22,41.56,2.93,0.62,-0.69,0.26
handdriver,2.14,-15.32,-0.12,-1.02,-0.28,0.53
handdriver,-21.55,177.86,10.5,-0.9,-0.13,0.58
handdriver,14.4,-157.65,15.75,-0.65,-0.07,0.86
screwdriver,-9.52,-5.25,5.31,0.64,-0.75,0.35
screwdriver,28.81,-112.24,11.17,0.48,-0.52,0.66
handdriver,-6.84,17.21,0.31,-0.76,-0.14,0.8
handdriver,9.22,-106.69,8.67,-0.47,-0.09,0.71
screwdriver,-26.79,68.54,-23.62,0.23,-0.72,0.23
screwdriver,2.44,94.12,0.06,-0.4,-0.78,0.72
handdriver,-13.67,41.08,9.58,-0.68,-0.15,0.84
screwdriver,-66.1,504.09,-13.24,0.05,-1.06,1.0
handdriver,4.39,-29.17,4.58,-0.42,-0.01,0.67
screwdriver,29.54,-74.89,2.87,0.76,-0.81,0.38
handdriver,22.34,-67.02,13.73,-0.66,-0.14,0.85
screwdriver,13.85,-94.97,12.02,0.29,-0.81,0.16
handdriver,3.72,-212.4,9.58,0.04,-0.02,0.96
screwdriver,5.62,59.14,61.58,-0.39,-0.98,0.35
handdriver,-16.05,30.15,-2.62,-0.76,-0.16,0.67
handdriver,-71.78,285.22,-1.16,-0.58,-0.17,0.5
handdriver,-30.82,208.74,11.84,-0.9,-0.34,0.56
screwdriver,-19.17,93.32,11.96,0.06,-0.75,0.38
handdriver,-38.94,-69.58,34.24,0.19,-0.21,0.95
handdriver,-20.57,143.25,13.85,0.07,-0.01,0.76
screwdriver,3.6,-74.28,35.22,0.22,-1.01,0.78
handdriver,-36.25,233.76,5.62,-0.84,-0.21,0.75
handdriver,23.32,-484.56,-12.82,-0.88,-0.1,0.23
screwdriver,13.37,1.04,27.4,0.14,-0.71,0.54
screwdriver,-4.33,-29.24,17.15,0.11,-0.69,0.76
screwdriver,7.14,-2.75,9.03,0.13,-0.82,0.51
handdriver,28.81,-114.62,17.88,-0.72,-0.11,0.87
handdriver,26.98,-49.19,24.17,-0.59,-0.26,1.06
handdriver,7.39,-3.05,10.86,-0.69,-0.09,0.82
screwdriver,-7.51,74.22,15.38,-0.01,-0.91,0.48
handdriver,-19.41,120.91,6.77,-0.74,-0.24,0.76
screwdriver,-7.69,-278.87,16.42,0.14,-1.04,0.33
handdriver,12.02,17.82,5.07,-0.67,-0.08,0.84
handdriver,-5.19,-12.82,14.59,-0.64,-0.07,0.88
handdriver,0.0,115.17,-0.31,-0.19,0.03,0.73
screwdriver,-7.39,-126.83,13.0,0.28,-0.87,0.32
screwdriver,-19.04,-1.4,-3.85,0.49,-0.89,0.5
screwdriver,-44.56,396.91,8.73,0.73,-0.56,0.58
screwdriver,-2.62,-19.04,2.69,-0.16,-0.61,0.73
screwdriver,-12.33,189.45,10.07,-0.07,-0.98,0.15
screwdriver,-56.34,190.73,-25.51,0.33,-0.7,0.01
handdriver,26.73,-156.86,6.65,-1.1,-0.12,0.68
handdriver,-12.21,-12.7,-5.37,-0.79,-0.17,0.7
screwdriver,15.2,-114.32,41.08,-0.51,-1.01,0.3
handdriver,34.06,-613.1,-28.63,-0.71,-0.11,0.28
handdriver,-23.56,125.31,13.12,-0.31,-0.08,0.99
screwdriver,-32.96,-184.69,48.46,0.09,-1.04,0.34
handdriver,4.76,-73.73,1.83,-0.77,-0.18,0.93
handdriver,-14.71,-3.48,1.53,-0.57,-0.01,0.72
screwdriver,12.63,522.95,-5.74,0.2,-0.89,0.81
handdriver,-10.86,19.29,2.01,-0.37,-0.19,0.95
screwdriver,18.49,-126.46,34.73,0.42,-0.41,0.64
screwdriver,35.1,-296.14,-11.78,0.43,-0.59,0.5
handdriver,7.45,-143.8,9.89,-0.21,0.05,0.87
handdriver,-1.89,-103.7,18.19,-0.32,-0.24,0.84
handdriver,-29.48,315.49,2.01,-0.84,-0.09,0.72
handdriver,22.95,-251.04,-11.6,-0.59,-0.03,0.89
screwdriver,-22.16,515.62,-16.85,-0.23,-0.77,0.93
screwdriver,2.5,-79.96,2.44,0.84,-0.74,0.13
screwdriver,-12.27,36.74,26.18,0.64,-0.48,0.65
handdriver,-11.66,66.83,19.71,-0.43,-0.14,1.06
handdriver,26.25,-374.39,-6.1,-0.67,-0.12,0.54
handdriver,54.81,-310.06,-9.7,-0.86,-0.09,0.37
handdriver,-22.89,68.66,-18.92,-0.5,-0.33,1.0
handdriver,-25.27,254.88,5.92,-1.21,-0.12,0.34
handdriver,-34.79,86.79,-3.97,-0.76,-0.09,0.84
screwdriver,43.4,-93.38,39.61,0.47,-0.67,0.75
handdriver,20.94,47.12,1.59,-0.32,-0.27,1.02
handdriver,-29.91,251.77,10.68,-0.41,-0.18,0.69
screwdriver,16.6,-34.24,17.76,0.63,-0.71,0.58
handdriver,9.64,0.92,14.95,-0.73,-0.13,0.84
handdriver,9.83,-16.97,5.98,-0.52,-0.06,0.76
handdriver,14.34,-12.7,7.08,-0.55,-0.07,0.76
screwdriver,-14.34,79.28,5.8,0.46,-0.71,0.57
screwdriver,-54.44,470.34,-18.68,0.55,-0.6,0.78
handdriver,-17.4,103.82,-0.61,-0.94,-0.09,0.77
screwdriver,18.13,-188.48,34.79,0.13,-0.56,0.65
screwdriver,-38.94,138.98,42.42,0.61,-0.81,-0.14
screwdriver,24.35,-345.76,32.17,0.26,-0.82,0.81
screwdriver,-8.67,9.95,-2.87,0.17,-0.8,0.72
screwdriver,4.52,-2.44,8.24,0.38,-0.77,0.62
handdriver,-17.03,-2.14,1.65,-0.61,-0.16,0.81
handdriver,-17.82,39.92,6.59,-0.61,-0.06,0.7
screwdriver,33.51,-91.31,49.62,0.4,-0.44,0.88
handdriver,5.8,-51.82,15.87,-0.53,-0.09,1.0
screwdriver,9.09,162.05,-26.98,0.38,-0.73,0.27
handdriver,7.45,-161.44,-3.3,-0.39,-0.03,0.85
screwdriver,6.59,-85.82,-4.27,0.71,-0.79,0.22
handdriver,15.63,-2.01,8.91,-0.57,-0.1,0.83
screwdriver,-168.4,648.62,-61.52,0.41,-1.02,-0.02
screwdriver,43.58,-7.69,22.77,0.23,-0.81,0.26
handdriver,1.83,19.35,-3.78,-0.73,-0.42,0.86
handdriver,-11.72,-28.75,-18.74,-0.15,-0.18,0.85
screwdriver,53.04,-215.7,4.82,0.7,-0.66,0.18
screwdriver,27.89,-260.62,-5.07,0.28,-0.89,-0.03
screwdriver,29.54,-383.18,4.09,0.07,-0.83,0.64
handdriver,-31.01,431.21,36.19,-0.31,-0.16,0.69
screwdriver,-19.29,84.84,16.54,0.21,-0.74,0.16
screwdriver,-10.68,1.59,-33.75,0.69,-0.85,0.71
handdriver,3.85,-41.38,7.69,-0.66,-0.11,0.92
screwdriver,87.77,-152.65,3.66,0.81,-0.83,0.4
handdriver,-21.79,94.85,3.48,-0.48,-0.08,0.81
handdriver,-6.35,34.97,13.18,-0.56,-0.13,0.83
screwdriver,4.88,29.6,-33.45,0.94,-0.93,0.7
handdriver,35.52,-360.96,1.46,-0.8,-0.11,0.54
handdriver,-15.2,-18.37,6.04,-0.19,-0.21,1.0
handdriver,-11.66,15.75,-11.17,-0.41,-0.15,0.78
screwdriver,16.91,-286.25,32.41,0.71,-0.54,0.58
handdriver,-34.61,84.9,4.7,-0.34,-0.4,1.01
handdriver,-16.54,19.47,0.0,-0.03,-0.18,0.8
screwdriver,1.46,-130.74,4.33,-0.01,-0.82,0.68
handdriver,30.58,-202.09,2.99,-0.53,-0.14,0.84
screwdriver,17.4,-100.65,9.46,0.59,-0.37,0.61
screwdriver,55.91,-156.37,14.53,0.11,-0.94,0.37
handdriver,-14.53,12.02,-12.33,-0.34,-0.0,0.71
handdriver,-24.78,178.83,4.58,-0.88,-0.22,0.73
screwdriver,-2.14,3.97,-28.02,0.92,-0.76,0.62
handdriver,-16.72,6.96,-2.38,-0.51,-0.24,0.78
handdriver,-10.25,52.8,-3.54,-0.95,-0.2,0.71
screwdriver,-26.18,34.73,24.72,0.67,-0.61,0.49
handdriver,25.88,-173.52,12.08,-0.29,-0.03,0.83
handdriver,44.25,-117.37,17.27,-1.06,-0.17,0.55
screwdriver,17.94,-159.42,6.84,-0.07,-0.71,0.89
handdriver,-6.9,16.48,4.21,-0.29,-0.22,0.96
screwdriver,-22.83,566.04,13.73,0.41,-0.58,0.63
handdriver,-26.12,181.09,10.86,-2.21,-0.28,-0.14
handdriver,15.81,-66.22,5.19,-0.43,-0.01,0.7
screwdriver,-1.28,-111.02,43.03,0.12,-0.91,0.35
handdriver,1.89,-275.88,7.81,-1.31,-0.12,0.01
screwdriver,0.61,-4.46,7.57,0.42,-0.76,0.59
handdriver,-6.9,70.92,14.59,-0.33,-0.03,0.84
screwdriver,-12.02,29.42,14.47,0.67,-0.48,0.56
screwdriver,-5.0,4.33,-9.09,0.51,-0.84,0.23
screwdriver,-34.12,79.96,2.38,1.31,-0.89,0.44
handdriver,-1.71,-33.14,2.08,0.03,-0.06,0.78
handdriver,-9.64,22.89,-7.32,-0.51,-0.16,0.88
screwdriver,-11.72,-14.59,8.91,0.32,-0.76,0.64
handdriver,-28.69,121.52,-0.61,-0.46,-0.07,0.65
handdriver,-6.59,-153.26,-1.89,-0.62,-0.06,0.49
screwdriver,24.35,-24.9,38.09,0.02,-0.77,0.19
screwdriver,8.06,395.75,-6.41,-0.75,-0.84,0.51
handdriver,-34.79,219.24,-2.87,-0.64,-0.07,0.68
handdriver,-1.28,-22.46,12.45,-0.41,-0.22,0.98
screwdriver,-40.1,567.44,-12.57,0.67,-0.96,0.52
screwdriver,-21.48,260.38,-20.81,-0.13,-0.89,0.75
screwdriver,57.62,-482.42,-41.93,0.54,-0.62,0.24
screwdriver,-37.35,67.02,-29.11,1.48,-0.99,0.95
screwdriver,33.69,-123.9,39.79,-0.31,-0.82,0.44
screwdriver,37.41,-44.86,-17.46,0.46,-0.65,0.33
handdriver,-13.49,26.0,13.98,-0.95,-0.09,0.59
screwdriver,58.84,-124.94,-8.85,0.51,-0.77,0.06
handdriver,12.33,-39.06,2.69,-0.72,-0.1,0.73
handdriver,-20.02,136.35,11.23,-0.38,-0.3,0.84
handdriver,15.26,-103.58,8.91,-0.72,-0.16,0.82
screwdriver,64.03,-78.55,-12.82,0.66,-0.75,0.46
screwdriver,50.72,-103.52,25.63,-0.18,-0.94,0.44
handdriver,7.87,-27.59,2.81,-0.6,-0.03,0.71
screwdriver,26.79,-299.5,-14.22,0.39,-0.88,-0.08
handdriver,17.09,-20.26,4.46,-0.69,-0.05,0.87
screwdriver,-56.03,246.15,2.56,0.19,-0.96,0.36
screwdriver,-63.84,141.66,23.19,-0.06,-0.99,0.36
handdriver,-8.97,249.39,4.94,-0.1,-0.15,0.59
screwdriver,-23.38,304.32,26.12,0.47,-0.8,0.41
handdriver,16.91,-125.85,6.41,-0.86,-0.07,0.73
handdriver,-6.29,6.71,4.09,-0.65,-0.19,0.73
screwdriver,-5.74,118.77,-23.07,0.74,-0.48,1.14
handdriver,-27.53,300.78,4.58,-0.87,-0.22,0.74
screwdriver,-29.72,-71.35,17.58,-0.08,-0.85,0.4
handdriver,8.85,-117.0,6.04,-0.52,-0.02,0.78
screwdriver,-27.16,-6.65,-70.92,1.17,-1.1,1.4
handdriver,37.66,-272.71,0.61,-1.18,-0.09,0.12
handdriver,-11.96,138.37,1.4,-0.17,-0.04,0.54
handdriver,-51.45,172.3,10.99,-0.76,-0.21,0.93
